Municipality code,Municipality,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019,Population2019,TotalCases
52356,Ipiales,0,1,0,0,0,1,3,5,3,3,2,5,5,115992,28
68673,San Benito,10,1,0,3,0,3,1,0,0,0,2,5,3,2957,28
5501,Olaya,0,0,0,1,1,0,11,0,1,8,4,0,2,3150,28
17873,Villamaría,4,0,0,3,0,0,1,5,4,8,2,0,1,66189,28
15759,Sogamoso,2,3,2,1,0,4,9,3,1,0,0,0,3,129346,28
25594,Quetame,0,0,1,1,1,1,1,7,0,2,2,0,11,5176,27
5847,Urrao,0,0,0,3,2,1,2,1,5,8,1,1,3,30484,27
5674,San Vicente Ferrer,1,4,0,5,2,5,3,0,5,2,0,0,0,22258,27
25086,Beltrán,0,0,1,10,0,1,4,3,1,1,2,0,3,1832,26
25649,San Bernardo,0,0,0,7,1,0,3,2,1,10,0,0,2,8703,26
25473,Mosquera,0,2,2,7,0,7,6,2,0,0,0,0,0,141171,26
52612,Ricaurte,0,1,0,0,0,1,3,7,6,3,0,0,4,19885,25
25430,Madrid,0,1,4,6,0,3,3,1,1,2,1,0,3,120067,25
5209,Concordia,0,2,0,3,2,1,1,1,2,9,2,0,2,21504,25
73686,Santa Isabel,0,0,2,7,1,2,5,1,1,2,0,0,4,5710,25
17486,Neira,0,0,0,4,6,1,7,1,1,1,1,0,3,21040,25
76250,El Dovio,0,1,2,5,1,0,4,2,3,2,2,1,2,8711,25
15218,Covarachía,0,0,0,4,0,0,0,1,2,1,0,0,16,2742,24
68780,Suratá,5,0,0,4,1,0,2,0,2,1,0,2,7,3977,24
95200,Miraflores,1,0,2,0,3,2,6,7,0,0,1,1,0,6898,23
15533,Paya,1,0,0,0,0,0,17,2,2,0,0,1,0,2616,23
19130,Cajibío,0,0,0,6,1,1,0,3,2,3,1,5,1,42439,23
15001,Tunja,3,3,2,6,1,3,2,2,1,0,0,0,0,176347,23
68318,Guaca,0,0,1,2,1,0,0,4,4,6,2,2,1,5900,23
5607,Retiro,0,2,0,5,0,3,4,1,4,3,0,0,0,24185,22
85279,Recetor,0,0,4,2,0,0,2,4,1,1,0,3,5,1718,22
15090,Berbeo,0,0,0,0,0,0,14,0,2,2,0,0,4,1587,22
25506,Venecia,0,2,0,1,0,1,0,0,3,14,0,0,0,4320,21
5697,El Santuario,0,0,1,5,2,0,1,3,5,2,1,1,0,36043,21
27660,San José del Palmar,1,0,1,2,2,1,6,0,2,2,1,1,2,5015,21
5148,El Carmen de Viboral,0,2,0,3,1,0,3,4,2,5,1,0,0,61122,21
27150,Carmen del Darién,0,0,0,0,1,0,0,1,2,3,0,3,11,18930,21
44420,La Jagua del Pilar,1,2,8,0,0,0,1,0,0,2,1,0,5,3686,20
27025,Alto Baudó,0,0,0,5,1,4,0,1,2,4,1,1,1,27982,20
27745,Sipí,1,0,0,4,7,3,0,0,2,1,0,0,2,3202,20
17388,La Merced,0,0,0,15,0,0,0,0,1,3,0,0,1,5916,20
52256,El Rosario,0,1,0,5,0,0,0,4,4,1,0,5,0,12169,20
68397,La Paz,2,3,1,5,0,0,5,1,1,0,0,0,2,4921,20
68324,Guavatá,0,2,1,14,0,0,1,1,0,0,0,0,1,4200,20
25286,Funza,2,2,2,5,0,1,3,0,1,2,0,0,2,99387,20
27099,Bojayá,0,0,0,2,0,0,0,0,4,4,0,7,2,12212,19
15673,San Mateo,0,0,1,0,1,0,0,1,3,1,1,0,11,3204,19
5873,Vigía del Fuerte,0,1,0,5,0,0,0,2,0,1,4,5,1,9265,19
76377,La Cumbre,1,0,0,3,0,1,2,0,6,3,0,0,2,16422,18
68686,San Miguel,1,2,1,0,0,1,3,2,1,0,0,0,7,2494,18
5483,Nariño,0,3,1,0,0,0,8,2,3,1,0,0,0,9997,18
27413,Lloró,0,0,0,2,0,0,1,8,0,6,1,0,0,9850,18
68179,Chipatá,0,0,0,2,15,0,0,0,0,1,0,0,0,5084,18
47161,Cerro de San Antonio,0,1,0,0,1,0,1,0,0,1,0,0,14,9885,18
52258,El Tablón de Gómez,0,1,0,7,1,0,0,2,3,3,0,0,0,14296,17
73461,Murillo,0,0,0,1,1,0,7,0,0,3,1,1,3,4129,17
19473,Morales,1,0,0,2,0,3,0,1,4,3,1,1,1,39516,17
85315,Sácama,2,0,2,2,3,2,6,0,0,0,0,0,0,2073,17
15832,Tununguá,0,0,0,6,0,0,0,1,0,9,0,0,0,1559,16
68368,Jesús María,0,0,0,0,0,0,0,2,0,3,3,1,7,3337,16
25377,La Calera,0,1,5,5,1,3,1,0,0,0,0,0,0,31432,16
68867,Vetas,1,0,0,6,0,1,1,2,2,0,0,2,1,2142,16
52036,Ancuyá,1,0,0,1,0,1,2,0,3,8,0,0,0,8678,16
27600,Río Quito,1,0,1,0,0,0,1,4,0,2,2,1,3,8355,15
5237,Donmatías,0,0,0,1,0,0,0,2,4,3,2,2,1,19332,15
5310,Gómez Plata,0,0,0,1,0,0,3,1,3,3,2,0,2,9828,15
52215,Córdoba,0,0,1,0,0,5,4,0,2,1,0,1,1,15496,15
68245,El Guacamayo,0,0,2,0,0,2,0,1,4,3,1,0,2,2119,15
19743,Silvia,0,0,2,5,1,0,0,1,2,0,3,0,0,37713,14
27495,Nuquí,0,0,1,0,0,0,3,3,1,2,1,1,2,16459,14
15516,Paipa,0,0,3,4,0,2,3,1,0,1,0,0,0,34177,14
5125,Caicedo,0,0,0,2,1,1,0,0,1,8,1,0,0,8420,14
52621,Roberto Payán,2,1,2,0,0,0,0,0,0,2,0,1,6,12681,14
47205,Concordia,0,0,0,0,0,0,0,2,2,0,1,1,8,10908,14
52687,San Lorenzo,0,0,0,0,0,1,2,0,1,8,0,0,2,18435,14
13062,Arroyohondo,0,0,1,0,1,0,1,3,0,1,0,1,5,8504,13
5541,Peñol,0,0,0,0,0,2,0,1,3,4,0,0,3,21427,13
19355,Inzá,1,0,0,5,0,1,0,1,1,2,0,2,0,29170,13
19392,La Sierra,0,0,1,9,2,0,0,0,1,0,0,0,0,10674,13
68370,Jordán,0,0,0,0,0,1,6,1,1,0,0,1,3,1325,13
68152,Carcasí,0,3,0,0,0,1,0,2,3,3,1,0,0,4263,13
19821,Toribío,0,0,3,1,3,0,1,1,1,1,1,0,1,36016,13
19418,López de Micay,0,0,1,2,0,0,0,3,2,2,0,1,2,18761,13
25785,Tabio,2,0,0,3,1,1,0,2,0,1,0,0,3,22983,13
68705,Santa Bárbara,0,0,0,0,0,2,4,1,2,1,2,0,1,2425,13
91540,Puerto Nariño,0,0,0,0,1,4,0,0,0,3,1,1,3,9997,13
25535,Pasca,0,1,0,2,2,0,0,2,2,2,0,0,1,9341,12
25758,Sopó,1,0,2,2,0,1,3,1,1,1,0,0,0,27456,12
47605,Remolino,0,0,1,1,0,0,5,2,1,1,0,0,1,11702,12
25183,Chocontá,0,2,0,2,1,1,1,0,0,2,0,1,2,21425,12
25297,Gachetá,0,0,1,1,2,0,4,1,1,1,0,1,0,8439,12
5576,Pueblorrico,0,0,0,1,0,2,2,0,0,3,2,1,1,8681,12
68264,Encino,0,1,1,4,2,0,2,1,0,0,0,0,1,2567,12
25279,Fómeque,0,0,0,1,1,1,2,3,0,0,0,2,2,12367,12
25120,Cabrera,0,0,0,4,0,0,1,1,4,1,0,1,0,4885,12
5652,San Francisco,0,0,0,0,0,0,2,4,4,0,2,0,0,5776,12
25777,Supatá,0,0,0,7,0,0,0,2,1,0,0,1,1,5361,12
5021,Alejandría,0,0,0,5,0,0,1,0,0,5,0,0,0,4669,11
25181,Choachí,0,0,0,3,1,3,1,0,2,0,0,0,1,11213,11
25178,Chipaque,0,0,2,3,0,2,0,1,0,2,1,0,0,9748,11
19622,Rosas,0,0,0,0,0,1,0,0,2,5,1,0,2,11495,11
27425,Medio Atrato,0,1,0,2,0,0,1,0,5,1,0,0,1,10817,11
52435,Mallama,0,0,0,1,0,0,0,6,2,1,0,0,1,8960,11
25099,Bojacá,0,0,0,1,0,1,2,1,2,3,0,0,0,10524,10
54174,Chitagá,2,0,1,2,0,1,1,1,0,2,0,0,0,12042,10
68132,California,0,1,0,3,0,1,0,4,1,0,0,0,0,2186,10
94884,Puerto Colombia,4,0,0,1,0,1,0,1,0,1,0,0,2,1934,10
5400,La Unión,0,0,1,0,0,1,2,1,0,4,0,1,0,21963,10
94883,San Felipe,1,3,0,0,0,0,0,2,1,0,0,0,3,1706,10
5475,Murindó,0,1,0,0,0,0,0,1,1,0,0,2,5,5088,10
25817,Tocancipá,0,0,1,3,1,2,1,1,0,0,0,0,1,43020,10
25653,San Cayetano,0,1,1,2,0,2,1,1,0,0,0,1,1,4892,10
5306,Giraldo,0,0,0,0,0,1,2,0,2,1,0,1,2,5652,9
15897,Zetaquira,0,0,0,2,0,0,5,0,0,2,0,0,0,4621,9
68013,Aguada,4,0,0,0,0,0,0,2,0,2,1,0,0,1858,9
5315,Guadalupe,0,0,0,0,0,3,0,1,1,3,1,0,0,6607,9
25126,Cajicá,0,1,0,2,1,2,0,1,1,1,0,0,0,87866,9
27245,El Carmen de Atrato,0,0,0,1,1,1,1,1,0,2,0,1,1,8197,9
50686,San Juanito,0,0,1,0,0,2,1,0,1,1,0,0,3,1266,9
5134,Campamento,0,0,0,1,1,0,0,4,0,3,0,0,0,9202,9
5038,Angostura,0,0,0,2,0,0,0,2,4,1,0,0,0,11462,9
52390,La Tola,1,0,0,2,0,0,3,0,1,1,1,0,0,7441,9
52838,Túquerres,1,1,0,0,0,1,1,0,2,0,0,1,2,44650,9
52254,El Peñol,0,0,0,0,0,0,0,0,0,5,0,1,3,7443,9
25312,Granada,1,0,0,2,0,0,2,1,0,2,0,0,0,7566,8
5004,Abriaquí,0,0,0,3,0,0,0,0,0,2,0,1,2,2710,8
52378,La Cruz,0,0,0,3,0,1,1,0,0,2,1,0,0,18697,8
68468,Molagavita,1,2,1,3,0,0,0,0,0,0,1,0,0,4105,8
5055,Argelia,0,0,0,3,0,0,0,2,0,2,0,1,0,7577,8
68271,Florián,0,0,0,0,0,0,3,2,0,1,1,0,1,5569,8
5036,Angelópolis,0,0,0,1,0,0,0,1,1,5,0,0,0,5790,8
97161,Carurú,0,0,0,1,0,1,0,4,1,0,0,0,1,3056,8
25214,Cota,0,1,0,4,0,0,1,0,1,1,0,0,0,34948,8
52203,Colón,1,0,0,5,0,0,0,1,0,1,0,0,0,8403,8
15176,Chiquinquirá,1,1,1,2,0,0,2,0,1,0,0,0,0,57101,8
15106,Briceño,0,0,0,0,0,0,0,0,0,7,0,0,0,2175,7
73347,Herveo,0,0,0,2,0,0,0,2,0,1,2,0,0,7266,7
25019,Albán,0,0,1,2,0,2,0,1,0,1,0,0,0,6650,7
54347,Herrán,0,0,0,5,0,0,1,1,0,0,0,0,0,7087,7
27372,Juradó,0,0,0,2,0,0,2,1,0,0,0,0,2,6774,7
25841,Ubaque,0,0,0,1,2,1,0,1,1,0,0,1,0,6875,7
19364,Jambaló,0,0,1,1,0,1,2,0,0,2,0,0,0,18240,7
47541,Pedraza,1,0,0,0,0,0,4,0,1,1,0,0,0,9225,7
5658,San José de La Montaña,0,0,0,2,2,0,1,1,1,0,0,0,0,3706,7
5206,Concepción,0,0,0,2,0,0,2,2,0,1,0,0,0,4760,7
52418,Los Andes,0,0,0,0,0,0,0,1,2,2,0,0,2,9376,7
17665,San José,0,0,1,2,0,0,2,0,1,1,0,0,0,4875,7
15660,San Eduardo,1,2,0,2,0,0,0,0,1,1,0,0,0,1676,7
52699,Santacruz,1,0,0,0,2,0,1,1,0,0,0,0,2,10939,7
50245,El Calvario,2,0,0,0,0,0,0,3,0,0,0,1,0,1696,6
25740,Sibaté,0,0,1,0,0,0,2,0,0,1,0,0,2,35102,6
15172,Chinavita,0,0,0,2,0,0,2,0,1,1,0,0,0,3198,6
25843,Villa de San Diego de Ubaté,0,0,0,4,0,0,1,0,0,0,0,0,1,44802,6
19701,Santa Rosa,0,0,0,0,0,2,1,0,0,1,0,0,2,5354,6
25898,Zipacón,0,1,1,1,0,0,1,0,0,0,0,1,1,4836,6
25260,El Rosal,0,1,0,0,0,1,2,1,0,1,0,0,0,23417,6
15407,Villa de Leyva,0,0,0,0,0,1,2,1,0,1,1,0,0,16617,6
17050,Aranzazu,2,0,0,1,0,0,0,1,0,1,0,0,1,10533,6
52683,Sandoná,0,0,0,0,0,0,3,0,0,2,0,0,1,20184,6
52411,Linares,0,0,0,2,0,0,0,2,0,1,0,0,1,10098,6
52260,El Tambo,0,0,0,1,0,0,1,0,0,3,0,0,1,13986,6
54125,Cácota,3,0,1,0,1,0,0,0,1,0,0,0,0,2855,6
5086,Belmira,0,1,0,0,0,0,0,0,0,3,0,1,0,6054,5
25871,Villagómez,0,0,0,0,0,0,0,0,3,2,0,0,0,1783,5
15380,La Capilla,0,0,0,1,0,1,1,0,0,1,0,1,0,2686,5
68425,Macaravita,0,0,0,1,0,0,1,0,1,0,0,2,0,2125,5
52565,Providencia,1,1,0,0,0,0,1,0,1,1,0,0,0,5562,5
52233,Cumbitara,0,0,0,0,0,0,1,0,1,2,0,0,1,5843,5
52240,Chachagüí,0,0,0,0,0,1,0,0,2,1,0,1,0,15328,5
25799,Tenjo,0,0,2,2,0,0,0,0,0,0,0,1,0,23052,5
97511,Pacoa,0,0,0,0,0,0,0,0,0,1,0,0,4,4229,5
54480,Mutiscua,1,0,2,1,0,0,0,0,1,0,0,0,0,4373,5
17513,Pácora,0,0,0,1,0,1,1,0,2,0,0,0,0,15296,5
86219,Colón,0,0,3,0,1,0,0,0,0,0,0,0,0,5469,4
25372,Junín,0,0,0,1,1,0,0,0,0,0,1,0,1,5920,4
15189,Ciénega,0,0,0,0,0,0,3,0,1,0,0,0,0,4642,4
5150,Carolina,0,0,0,0,1,1,0,0,0,1,0,1,0,3954,4
52110,Buesaco,0,0,0,0,1,0,0,3,0,0,0,0,0,23909,4
15248,El Espino,0,0,0,1,0,0,0,3,0,0,0,0,0,3054,4
25317,Guachetá,0,0,0,2,0,0,1,0,0,0,0,1,0,13749,4
52693,San Pablo,0,0,0,1,0,0,1,0,2,0,0,0,0,15034,4
25295,Gachancipá,0,0,0,1,0,1,0,0,1,0,0,0,1,18264,4
5264,Entrerríos,0,0,0,0,0,0,0,0,2,1,0,0,1,11465,4
91263,El Encanto,2,0,0,0,0,2,0,0,0,0,0,0,0,2077,4
25281,Fosca,0,0,1,0,0,0,2,0,0,1,0,0,0,5892,4
52051,Arboleda,1,0,0,1,0,0,0,0,1,0,1,0,0,8431,4
19693,San Sebastián,1,0,1,2,0,0,0,0,0,0,0,0,0,11004,4
52788,Tangua,0,0,0,1,0,0,0,2,1,0,0,0,0,13397,4
54743,Silos,1,0,0,1,0,0,1,1,0,0,0,0,0,6380,4
52885,Yacuanquer,0,0,0,1,1,0,1,0,0,0,0,0,0,10946,3
25288,Fúquene,0,0,0,1,0,1,0,0,0,1,0,0,0,5047,3
15494,Nuevo Colón,1,0,0,0,0,2,0,0,0,0,0,0,0,5172,3
15425,Macanal,0,0,0,1,0,1,0,0,1,0,0,0,0,5027,3
52685,San Bernardo,0,0,0,1,1,0,1,0,0,0,0,0,0,9186,3
86755,San Francisco,0,0,0,0,0,0,0,0,1,0,1,0,1,5585,3
15047,Aquitania,0,1,0,0,0,0,1,1,0,0,0,0,0,15460,3
25845,Une,0,0,0,2,0,0,0,0,0,0,0,0,1,7144,3
68020,Albania,0,0,0,0,0,0,1,1,0,0,0,1,0,4242,3
86749,Sibundoy,0,0,0,1,0,0,0,2,0,0,0,0,0,15217,3
52585,Pupiales,0,0,0,0,0,0,0,3,0,0,0,0,0,17334,3
25769,Subachoque,0,0,0,1,1,0,1,0,0,0,0,0,0,16183,3
52227,Cumbal,0,0,0,1,0,0,0,1,0,0,0,1,0,36975,3
15236,Chivor,0,0,0,1,0,0,0,1,1,0,0,0,0,2504,3
52287,Funes,1,0,0,1,0,0,1,0,0,0,0,0,0,7168,3
91669,Puerto Santander,0,1,0,0,0,0,0,0,0,2,0,0,0,1765,3
25322,Guasca,0,0,0,1,0,0,0,0,0,1,0,0,1,16166,3
15325,Guayatá,0,0,0,3,0,0,0,0,0,0,0,0,0,3387,3
15403,La Uvita,0,0,0,1,0,0,0,1,0,1,0,0,0,2831,3
91405,La Chorrera,0,0,0,0,0,0,0,0,0,1,1,0,1,2947,3
25339,Gutiérrez,0,0,0,2,0,0,0,1,0,0,0,0,0,3478,3
94885,La Guadalupe,1,0,0,0,0,0,0,0,0,0,1,0,1,288,3
19824,Totoró,0,0,0,0,0,0,1,1,0,0,0,1,0,25137,3
91798,Tarapacá,0,0,0,0,0,0,0,0,1,0,0,0,1,3869,2
91536,Puerto Arica,0,0,0,0,1,0,0,0,0,0,1,0,0,1027,2
91430,La Victoria,0,0,1,0,0,0,0,0,0,1,0,0,0,652,2
52083,Belén,0,0,0,0,0,0,0,0,1,0,0,0,1,6311,2
52385,La Llanada,0,0,0,0,0,0,0,0,0,2,0,0,0,6481,2
5145,Caramanta,0,1,0,0,0,0,0,0,0,1,0,0,0,4670,2
25873,Villapinzón,0,0,0,1,0,0,1,0,0,0,0,0,0,17796,2
15778,Sutatenza,0,0,0,0,0,0,0,2,0,0,0,0,0,4224,2
25772,Suesca,0,0,0,0,0,0,0,1,0,1,0,0,0,17902,2
25293,Gachalá,0,0,0,1,0,0,1,0,0,0,0,0,0,4386,2
15224,Cucaita,0,0,0,1,0,1,0,0,0,0,0,0,0,3759,2
15109,Buenavista,0,0,0,0,0,0,2,0,0,0,0,0,0,4396,2
25200,Cogua,0,0,0,0,0,0,1,0,0,0,0,0,1,23286,2
97889,Yavaraté,0,0,0,0,1,0,0,1,0,0,0,0,0,1067,2
94886,Cacahual,0,0,0,0,0,0,0,1,0,0,0,0,1,886,2
52560,Potosí,0,0,0,0,0,0,0,0,0,0,2,0,0,10197,2
25426,Machetá,0,0,0,0,0,0,0,1,0,1,0,0,0,6171,2
15550,Pisba,0,0,0,0,0,0,0,1,0,0,0,0,1,1779,2
15755,Socotá,0,0,0,0,0,0,1,0,0,0,0,0,1,7231,2
15087,Belén,0,0,0,0,0,0,1,0,1,0,0,0,0,7500,2
52720,Sapuyes,0,0,0,0,0,0,1,0,0,0,0,0,1,7277,2
52019,Albán,0,0,1,0,0,0,0,0,0,1,0,0,0,9443,2
15183,Chita,0,0,0,1,0,1,0,0,0,0,0,0,0,7881,2
25486,Nemocón,0,0,0,0,1,0,0,0,0,0,1,0,0,13868,2
52207,Consacá,0,0,0,0,0,0,1,0,0,1,0,0,0,13761,2
15317,Guacamayas,0,1,0,0,0,0,0,0,0,0,0,0,1,1843,2
52381,La Florida,0,0,0,0,0,0,1,0,0,1,0,0,0,9985,2
15599,Ramiriquí,0,0,0,0,0,0,1,0,0,0,0,0,1,9988,2
52573,Puerres,0,0,0,0,0,0,0,0,0,2,0,0,0,8450,2
15820,Tópaga,0,0,0,1,0,0,0,0,0,0,0,0,0,3660,1
19585,Puracé,0,0,0,0,1,0,0,0,0,0,0,0,0,17423,1
15180,Chiscas,0,0,0,0,0,0,1,0,0,0,0,0,0,3924,1
15806,Tibasosa,1,0,0,0,0,0,0,0,0,0,0,0,0,13196,1
85136,La Salina,0,0,0,0,0,1,0,0,0,0,0,0,0,1385,1
15466,Monguí,0,0,0,1,0,0,0,0,0,0,0,0,0,4266,1
15774,Susacón,0,0,0,0,0,0,1,0,0,0,0,0,0,2704,1
15244,El Cocuy,0,0,0,0,0,0,1,0,0,0,0,0,0,4150,1
25299,Gama,0,0,0,0,0,0,0,0,0,0,0,0,1,3152,1
25781,Sutatausa,0,0,0,0,0,0,1,0,0,0,0,0,0,6169,1
15790,Tasco,0,0,0,0,0,0,1,0,0,0,0,0,0,5823,1
15491,Nobsa,0,0,0,1,0,0,0,0,0,0,0,0,0,16238,1
15696,Santa Sofía,0,0,0,1,0,0,0,0,0,0,0,0,0,3195,1
15761,Somondoco,0,0,0,1,0,0,0,0,0,0,0,0,0,2887,1
15367,Jenesano,0,0,0,0,0,0,0,0,1,0,0,0,0,7274,1
15861,Ventaquemada,0,0,0,1,0,0,0,0,0,0,0,0,0,15920,1
15368,Jericó,0,0,0,0,0,0,0,0,0,0,0,0,1,3900,1
15762,Sora,0,0,0,1,0,0,0,0,0,0,0,0,0,3050,1
52317,Guachucal,0,0,0,0,0,0,1,0,0,0,0,0,0,19387,1
15511,Pachavita,0,0,0,1,0,0,0,0,0,0,0,0,0,2447,1
15632,Saboyá,0,0,0,1,0,0,0,0,0,0,0,0,0,13728,1
15720,Sativanorte,0,0,0,0,0,0,1,0,0,0,0,0,0,2177,1
97666,Taraira,0,0,0,0,0,0,0,0,0,0,1,0,0,2318,1
15162,Cerinza,0,0,0,0,0,0,0,0,0,0,0,1,0,3703,1
15621,Rondón,0,0,0,0,0,0,0,0,1,0,0,0,0,2384,1
15757,Socha,0,0,0,1,0,0,0,0,0,0,0,0,0,8018,1
19760,Sotara,0,0,0,0,1,0,0,0,0,0,0,0,0,14079,1
25793,Tausa,0,0,0,0,0,1,0,0,0,0,0,0,0,8354,1
15215,Corrales,0,0,0,0,0,0,0,0,1,0,0,0,0,2523,1
86760,Santiago,0,0,0,0,0,0,0,1,0,0,0,0,0,7284,1
52352,Iles,0,0,0,0,0,0,0,0,0,0,1,0,0,7646,1
25224,Cucunubá,0,0,1,0,0,0,0,0,0,0,0,0,0,7935,1
15092,Betéitiva,0,0,0,0,0,0,0,0,0,0,0,0,1,1943,1
94887,Pana Pana,0,0,0,1,0,0,0,0,0,0,0,0,0,1959,1
17446,Marulanda,0,0,0,0,0,0,0,0,0,0,0,0,1,2565,1
15822,Tota,0,0,0,0,0,0,0,0,0,0,0,0,0,5206,0
15600,Ráquira,0,0,0,0,0,0,0,0,0,0,0,0,0,7958,0
15500,Oicatá,0,0,0,0,0,0,0,0,0,0,0,0,0,2858,0
15296,Gámeza,0,0,0,0,0,0,0,0,0,0,0,0,0,4845,0
15646,Samacá,0,0,0,0,0,0,0,0,0,0,0,0,0,18588,0
15879,Viracachá,0,0,0,0,0,0,0,0,0,0,0,0,0,2817,0
25154,Carmen de Carupa,0,0,0,0,0,0,0,0,0,0,0,0,0,7733,0
52210,Contadero,0,0,0,0,0,0,0,0,0,0,0,0,0,7252,0
15187,Chivatá,0,0,0,0,0,0,0,0,0,0,0,0,0,2812,0
15842,Úmbita,0,0,0,0,0,0,0,0,0,0,0,0,0,7534,0
52354,Imués,0,0,0,0,0,0,0,0,0,0,0,0,0,7530,0
15763,Sotaquirá,0,0,0,0,0,0,0,0,0,0,0,0,0,8237,0
15638,Sáchica,0,0,0,0,0,0,0,0,0,0,0,0,0,5578,0
15804,Tibaná,0,0,0,0,0,0,0,0,0,0,0,0,0,9085,0
15293,Gachantivá,0,0,0,0,0,0,0,0,0,0,0,0,0,2779,0
52323,Gualmatán,0,0,0,0,0,0,0,0,0,0,0,0,0,7049,0
15837,Tuta,0,0,0,0,0,0,0,0,0,0,0,0,0,8369,0
15232,Chíquiza,0,0,0,0,0,0,0,0,0,0,0,0,0,4713,0
52506,Ospina,0,0,0,0,0,0,0,0,0,0,0,0,0,7039,0
15814,Toca,0,0,0,0,0,0,0,0,0,0,0,0,0,8831,0
52694,San Pedro de Cartago,0,0,0,0,0,0,0,0,0,0,0,0,0,6831,0
15808,Tinjacá,0,0,0,0,0,0,0,0,0,0,0,0,0,3313,0
15676,San Miguel de Sema,0,0,0,0,0,0,0,0,0,0,0,0,0,3006,0
52224,Cuaspúd,0,0,0,0,0,0,0,0,0,0,0,0,0,9199,0
15839,Tutazá,0,0,0,0,0,0,0,0,0,0,0,0,0,2037,0
15464,Mongua,0,0,0,0,0,0,0,0,0,0,0,0,0,4620,0
25436,Manta,0,0,0,0,0,0,0,0,0,0,0,0,0,3795,0
15362,Iza,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0
52022,Aldana,0,0,0,0,0,0,0,0,0,0,0,0,0,7375,0
94888,Morichal,0,0,0,0,0,0,0,0,0,0,0,0,0,937,0
15542,Pesca,0,0,0,0,0,0,0,0,0,0,0,0,0,6765,0
15740,Siachoque,0,0,0,0,0,0,0,0,0,0,0,0,0,6747,0
15226,Cuítiva,0,0,0,0,0,0,0,0,0,0,0,0,0,1804,0
15476,Motavita,0,0,0,0,0,0,0,0,0,0,0,0,0,5641,0
25326,Guatavita,0,0,0,0,0,0,0,0,0,0,0,0,0,6561,0
19022,Almaguer,0,0,0,0,0,0,0,0,0,0,0,0,0,18263,0
15022,Almeida,0,0,0,0,0,0,0,0,0,0,0,0,0,1845,0
25745,Simijaca,0,0,0,0,0,0,0,0,0,0,0,0,0,13465,0
15522,Panqueba,0,0,0,0,0,0,0,0,0,0,0,0,0,1702,0
15272,Firavitoba,0,0,0,0,0,0,0,0,0,0,0,0,0,6737,0
25407,Lenguazaque,0,0,0,0,0,0,0,0,0,0,0,0,0,10424,0
15693,Santa Rosa de Viterbo,0,0,0,0,0,0,0,0,0,0,0,0,0,13205,0
15204,Cómbita,0,0,0,0,0,0,0,0,0,0,0,0,0,13140,0
15051,Arcabuco,0,0,0,0,0,0,0,0,0,0,0,0,0,5911,0
25807,Tibirita,0,0,0,0,0,0,0,0,0,0,0,0,0,3207,0
25779,Susa,0,0,0,0,0,0,0,0,0,0,0,0,0,6769,0
15276,Floresta,0,0,0,0,0,0,0,0,0,0,0,0,0,3240,0
52320,Guaitarilla,0,0,0,0,0,0,0,0,0,0,0,0,0,11422,0
15114,Busbanzá,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,0
25736,Sesquilé,0,0,0,0,0,0,0,0,0,0,0,0,0,12052,0
15723,Sativasur,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0
15332,Güicán de La Sierra,0,0,0,0,0,0,0,0,0,0,0,0,0,4285,0
15776,Sutamarchán,0,0,0,0,0,0,0,0,0,0,0,0,0,6164,0
15537,Paz de Río,0,0,0,0,0,0,0,0,0,0,0,0,0,4228,0
91530,Puerto Alegría,0,0,0,0,0,0,0,0,0,0,0,0,0,759,0
97777,Papunahua,0,0,0,0,0,0,0,0,0,0,0,0,0,749,0
15835,Turmequé,0,0,0,0,0,0,0,0,0,0,0,0,0,6131,0
91460,Mirití - Paraná,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,0
15764,Soracá,0,0,0,0,0,0,0,0,0,0,0,0,0,6015,0
